ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1051,1,0,83,0,-83
1052,1,0,57,0,-57
1053,0,0,109,0,-109
1054,1,0,60,0,-60
1055,1,1,880,1201,321
1056,0,0,32,0,-32
1057,1,1,680,2361,1681
1058,0,0,55,0,-55
1059,1,1,573,1278,705
1060,1,1,740,1613,873
1061,1,1,1017,1578,561
1062,0,0,150,0,-150
1063,1,1,552,1240,688
1064,1,1,226,1385,1159
1065,0,0,35,0,-35
1066,0,0,29,0,-29
1067,0,0,20,0,-20
1068,1,1,862,1289,427
1069,1,0,80,0,-80
1070,1,0,61,0,-61
1071,0,0,53,0,-53
1072,1,1,550,1630,1080
1073,1,0,33,0,-33
1074,1,0,4,0,-4
1075,1,1,483,1939,1456
1076,0,0,26,0,-26
1077,1,0,32,0,-32
1078,1,1,238,1755,1517
1079,1,1,130,1292,1162
1080,0,0,133,0,-133
1081,1,1,73,1720,1647
1082,0,0,21,0,-21
1083,0,0,3,0,-3
1084,0,0,20,0,-20
1085,0,0,51,0,-51
1086,1,0,35,0,-35
1087,0,0,19,0,-19
1088,0,0,9,0,-9
1089,0,0,4,0,-4
1090,1,0,50,0,-50
1091,1,0,103,0,-103
1092,0,0,31,0,-31
1093,1,1,154,1970,1816
1094,1,0,49,0,-49
1095,1,0,23,0,-23
1096,1,1,1258,1347,89
1097,1,0,131,0,-131
1098,1,0,50,0,-50
1099,0,0,30,0,-30
1100,1,1,461,1486,1025
1101,0,0,21,0,-21
1102,0,0,12,0,-12
1103,1,1,1436,1590,154
1104,1,0,120,0,-120
1105,0,0,56,0,-56
1106,1,0,8,0,-8
1107,0,0,53,0,-53
1108,0,0,0,0,0
1109,1,0,77,0,-77
1110,1,0,4,0,-4
1111,1,1,474,1473,999
1112,0,0,61,0,-61
1113,0,0,107,0,-107
1114,1,1,793,1330,537
1115,1,0,17,0,-17
1116,0,0,107,0,-107
1117,1,1,442,1357,915
1118,1,0,104,0,-104
1119,1,0,50,0,-50
1120,1,0,27,0,-27
1121,1,0,48,0,-48
1122,0,0,100,0,-100
1123,1,0,116,0,-116
1124,0,0,38,0,-38
1125,0,0,81,0,-81
1126,1,0,63,0,-63
1127,1,1,813,1495,682
1128,1,1,1383,1278,-105
1129,0,0,114,0,-114
1130,1,1,1644,1313,-331
1131,1,0,75,0,-75
1132,1,1,623,2588,1965
1133,1,1,460,1205,745
1134,1,1,347,1230,883
1135,1,0,3,0,-3
1136,1,1,610,1693,1083
1137,1,1,402,1631,1229
1138,1,1,666,1374,708
1139,1,0,1,0,-1
1140,1,0,66,0,-66
1141,0,0,116,0,-116
1142,0,0,18,0,-18
1143,1,1,634,1790,1156
1144,0,0,3,0,-3
1145,1,1,265,1628,1363
1146,1,0,320,0,-320
1147,0,0,7,0,-7
1148,1,0,57,0,-57
1149,0,0,93,0,-93
1150,0,0,152,0,-152
1151,0,0,32,0,-32
1152,1,0,51,0,-51
1153,0,0,16,0,-16
1154,1,1,290,1248,958
1155,1,1,111,1251,1140
1156,0,0,3,0,-3
1157,0,0,32,0,-32
1158,1,0,26,0,-26
1159,1,0,84,0,-84
1160,1,1,394,1423,1029
1161,1,0,28,0,-28
1162,0,0,193,0,-193
1163,1,1,192,1288,1096
1164,0,0,12,0,-12
1165,0,0,0,0,0
1166,1,0,9,0,-9
1167,1,1,211,1278,1067
1168,0,0,25,0,-25
1169,1,0,37,0,-37
1170,1,1,1540,1228,-312
1171,1,0,11,0,-11
1172,1,0,69,0,-69
1173,1,0,11,0,-11
1174,1,1,165,1409,1244
1175,0,0,79,0,-79
1176,1,0,64,0,-64
1177,0,0,25,0,-25
1178,1,1,162,2076,1914
1179,1,0,5,0,-5
1180,1,1,621,1278,657
1181,0,0,41,0,-41
1182,0,0,21,0,-21
1183,0,0,29,0,-29
1184,1,0,36,0,-36
1185,1,1,861,1402,541
1186,0,0,84,0,-84
1187,1,0,137,0,-137
1188,0,0,70,0,-70
1189,0,0,88,0,-88
1190,0,0,45,0,-45
1191,0,0,82,0,-82
1192,0,0,60,0,-60
1193,0,0,3,0,-3
1194,1,0,13,0,-13
1195,0,0,63,0,-63
1196,0,0,91,0,-91
1197,1,1,1632,1280,-352
1198,0,0,49,0,-49
1199,0,0,107,0,-107
1200,1,0,22,0,-22
1201,1,0,2,0,-2
1202,1,1,216,1616,1400
1203,1,0,10,0,-10
1204,1,1,277,1692,1415
1205,1,1,444,1448,1004
1206,1,1,467,2867,2400
1207,0,0,89,0,-89
1208,1,1,1372,1394,22
1209,1,0,31,0,-31
1210,1,1,410,1454,1044
1211,0,0,75,0,-75
1212,1,1,289,1239,950
1213,1,1,207,1378,1171
1214,0,0,29,0,-29
1215,1,1,77,1354,1277
1216,1,1,648,1248,600
1217,1,0,98,0,-98
1218,1,0,36,0,-36
1219,1,1,223,1616,1393
1220,0,0,49,0,-49
1221,1,0,78,0,-78
1222,1,0,29,0,-29
1223,0,0,33,0,-33
1224,0,0,78,0,-78
1225,1,0,31,0,-31
1226,1,0,25,0,-25
1227,1,1,1232,1270,38
1228,0,0,6,0,-6
1229,0,0,44,0,-44
1230,1,1,483,1639,1156
1231,1,1,1598,1482,-116
1232,1,0,42,0,-42
1233,1,0,5,0,-5
1234,1,1,215,1206,991
1235,1,1,781,1301,520
1236,0,0,141,0,-141
1237,0,0,39,0,-39
1238,1,1,1050,1613,563
1239,1,0,27,0,-27
1240,0,0,23,0,-23
1241,0,0,14,0,-14
1242,0,0,97,0,-97
1243,1,1,150,1355,1205
1244,1,0,57,0,-57
1245,0,0,18,0,-18
1246,1,0,23,0,-23
1247,1,0,31,0,-31
1248,0,0,0,0,0
1249,0,0,84,0,-84
1250,0,0,73,0,-73
1251,0,0,67,0,-67
1252,1,0,104,0,-104
1253,1,1,401,1494,1093
1254,1,0,2,0,-2
1255,1,0,0,0,0
1256,1,1,1517,1230,-287
1257,0,0,30,0,-30
1258,1,0,76,0,-76
1259,1,0,29,0,-29
1260,1,1,960,1982,1022
1261,1,0,45,0,-45
1262,1,0,8,0,-8
1263,1,1,75,1782,1707
1264,1,0,48,0,-48
1265,1,0,6,0,-6
1266,0,0,14,0,-14
1267,0,0,11,0,-11
1268,1,0,192,0,-192
1269,1,0,15,0,-15
1270,1,0,66,0,-66
1271,1,1,32,3253,3221
1272,0,0,10,0,-10
1273,1,0,15,0,-15
1274,1,0,80,0,-80
1275,1,1,220,2205,1985
1276,0,0,9,0,-9
1277,0,0,5,0,-5
1278,0,0,59,0,-59
1279,1,0,128,0,-128
1280,0,0,12,0,-12
1281,1,1,262,1693,1431
1282,0,0,51,0,-51
1283,1,1,202,1311,1109
1284,1,0,20,0,-20
1285,1,0,102,0,-102
1286,1,1,151,1672,1521
1287,0,0,40,0,-40
1288,1,0,129,0,-129
1289,1,0,36,0,-36
1290,0,0,37,0,-37
1291,0,0,18,0,-18
1292,1,0,52,0,-52
1293,1,0,32,0,-32
1294,1,1,9,1302,1293
1295,0,0,74,0,-74
1296,0,0,24,0,-24
1297,0,0,36,0,-36
1298,0,0,5,0,-5
1299,1,0,31,0,-31
1300,0,0,43,0,-43
1301,1,0,125,0,-125
1302,0,0,2,0,-2
1303,0,0,70,0,-70
1304,0,0,39,0,-39
1305,1,1,403,1433,1030
1306,0,0,72,0,-72
1307,0,0,30,0,-30
1308,1,0,41,0,-41
1309,1,1,428,1262,834
1310,0,0,21,0,-21
1311,0,0,13,0,-13
1312,1,0,41,0,-41
1313,0,0,19,0,-19
1314,0,0,74,0,-74
1315,0,0,256,0,-256
1316,1,0,39,0,-39
1317,0,0,107,0,-107
1318,1,1,447,1799,1352
1319,1,1,717,1285,568
1320,1,1,72,2410,2338
1321,1,0,20,0,-20
1322,0,0,24,0,-24
1323,0,0,68,0,-68
1324,0,0,8,0,-8
1325,0,0,12,0,-12
1326,1,1,604,1357,753
1327,1,0,18,0,-18
1328,1,0,66,0,-66
1329,1,0,13,0,-13
1330,1,0,20,0,-20
1331,1,1,87,1488,1401
1332,1,0,39,0,-39
1333,0,0,6,0,-6
1334,0,0,12,0,-12
1335,1,0,18,0,-18
1336,1,0,59,0,-59
1337,0,0,30,0,-30
1338,1,0,0,0,0
1339,1,0,49,0,-49
1340,1,1,23,1282,1259
1341,0,0,38,0,-38
1342,0,0,59,0,-59
1343,1,1,102,1795,1693
1344,0,0,118,0,-118
1345,0,0,1,0,-1
1346,0,0,0,0,0
1347,0,0,20,0,-20
1348,1,0,32,0,-32
1349,1,1,1492,1234,-258
1350,0,0,13,0,-13
1351,1,0,107,0,-107
1352,1,0,102,0,-102
1353,1,1,24,1988,1964
1354,1,1,952,1850,898
1355,1,0,62,0,-62
1356,0,0,7,0,-7
1357,0,0,91,0,-91
1358,1,0,22,0,-22
1359,0,0,60,0,-60
1360,1,1,705,1378,673
1361,1,1,506,1223,717
1362,1,1,233,1205,972
1363,1,0,28,0,-28
1364,1,0,53,0,-53
1365,1,1,855,1282,427
1366,1,0,237,0,-237
1367,0,0,179,0,-179
1368,1,1,977,1218,241
1369,1,1,937,1445,508
1370,1,0,89,0,-89
1371,1,1,201,1410,1209
1372,1,1,1945,1276,-669
1373,1,0,6,0,-6
1374,1,1,925,1214,289
1375,1,1,602,1477,875
1376,0,0,37,0,-37
1377,1,0,8,0,-8
1378,1,0,6,0,-6
1379,1,1,274,1540,1266
1380,1,1,1170,1318,148
1381,1,0,26,0,-26
1382,1,0,35,0,-35
1383,1,1,270,1213,943
1384,1,1,1430,1534,104
1385,0,0,72,0,-72
1386,1,0,75,0,-75
1387,1,1,1093,1388,295
1388,1,1,182,1220,1038
1389,1,1,317,1212,895
1390,0,0,170,0,-170
1391,1,0,54,0,-54
1392,1,0,17,0,-17
1393,1,0,49,0,-49
1394,1,0,16,0,-16
1395,0,0,5,0,-5
1396,1,0,28,0,-28
1397,0,0,4,0,-4
1398,1,1,714,1362,648
1399,0,0,100,0,-100
1400,0,0,3,0,-3
1401,0,0,2,0,-2
1402,1,1,451,1273,822
1403,1,0,41,0,-41
1404,0,0,290,0,-290
1405,1,0,241,0,-241
1406,0,0,8,0,-8
1407,0,0,101,0,-101
1408,1,0,11,0,-11
1409,1,0,13,0,-13
1410,1,0,70,0,-70
1411,1,1,411,1312,901
1412,0,0,2,0,-2
1413,1,0,180,0,-180
1414,1,1,1052,1202,150
1415,1,1,49,1208,1159
1416,0,0,26,0,-26
1417,1,1,528,1682,1154
1418,0,0,220,0,-220
1419,1,0,29,0,-29
1420,1,0,18,0,-18
1421,1,0,3,0,-3
1422,1,1,819,1622,803
1423,0,0,87,0,-87
1424,1,1,1160,1483,323
1425,0,0,84,0,-84
1426,1,1,423,1247,824
1427,0,0,72,0,-72
1428,1,1,363,2820,2457
1429,0,0,67,0,-67
1430,1,0,32,0,-32
1431,0,0,81,0,-81
1432,0,0,12,0,-12
1433,1,1,1604,1503,-101
1434,0,0,101,0,-101
1435,1,1,485,5066,4581
1436,0,0,77,0,-77
1437,1,1,229,1377,1148
1438,1,1,1830,1226,-604
1439,1,1,232,1326,1094
1440,1,0,82,0,-82
1441,0,0,33,0,-33
1442,1,0,6,0,-6
1443,1,0,18,0,-18
1444,1,1,698,1326,628
1445,1,1,1357,1303,-54
1446,0,0,83,0,-83
1447,0,0,11,0,-11
1448,0,0,6,0,-6
1449,0,0,3,0,-3
1450,1,1,262,1616,1354
1451,0,0,1,0,-1
1452,0,0,10,0,-10
1453,0,0,42,0,-42
1454,0,0,7,0,-7
1455,1,1,114,1794,1680
1456,1,0,38,0,-38
1457,0,0,27,0,-27
1458,0,0,66,0,-66
1459,0,0,119,0,-119
1460,1,1,207,1977,1770
1461,1,0,44,0,-44
1462,1,0,146,0,-146
1463,0,0,33,0,-33
1464,0,0,2,0,-2
1465,1,0,58,0,-58
1466,1,1,512,1226,714
1467,0,0,19,0,-19
1468,0,0,25,0,-25
1469,1,1,463,1293,830
1470,0,0,122,0,-122
1471,1,0,180,0,-180
1472,1,1,1996,1530,-466
1473,1,1,233,1216,983
1474,0,0,0,0,0
1475,0,0,4,0,-4
1476,1,1,578,1366,788
1477,1,1,162,1437,1275
1478,1,1,739,1291,552
1479,1,1,288,1940,1652
1480,1,0,33,0,-33
1481,0,0,100,0,-100
1482,1,0,98,0,-98
1483,0,0,76,0,-76
1484,1,1,461,2147,1686
1485,1,1,983,1298,315
1486,1,0,12,0,-12
1487,1,0,67,0,-67
1488,0,0,29,0,-29
1489,0,0,49,0,-49
1490,1,1,67,1229,1162
1491,1,0,44,0,-44
1492,1,1,550,1683,1133
1493,1,0,110,0,-110
1494,1,1,736,1277,541
1495,1,0,64,0,-64
1496,0,0,8,0,-8
1497,0,0,62,0,-62
1498,1,1,209,1326,1117
1499,0,0,83,0,-83
1500,1,1,356,1202,846
1501,0,0,22,0,-22
1502,0,0,99,0,-99
1503,1,0,1,0,-1
1504,1,0,15,0,-15
1505,0,0,179,0,-179
1506,0,0,70,0,-70
1507,0,0,41,0,-41
1508,0,0,44,0,-44
1509,1,0,149,0,-149
1510,1,1,19,1337,1318
1511,1,0,83,0,-83
1512,0,0,44,0,-44
1513,1,0,34,0,-34
1514,1,0,1,0,-1
1515,1,0,19,0,-19
1516,1,1,488,1273,785
1517,0,0,64,0,-64
1518,1,0,41,0,-41
1519,1,1,147,1376,1229
1520,0,0,57,0,-57
1521,1,0,43,0,-43
1522,1,0,5,0,-5
1523,1,1,812,2984,2172
1524,0,0,15,0,-15
1525,0,0,31,0,-31
1526,1,0,4,0,-4
1527,1,1,185,1288,1103
1528,0,0,5,0,-5
1529,1,0,28,0,-28
1530,1,0,53,0,-53
1531,1,1,341,1548,1207
1532,1,0,114,0,-114
1533,1,1,689,2010,1321
1534,1,0,2,0,-2
1535,1,1,1183,1284,101
1536,1,0,9,0,-9
1537,0,0,64,0,-64
1538,1,0,85,0,-85
1539,1,0,27,0,-27
1540,0,0,1,0,-1
1541,1,0,43,0,-43
1542,0,0,0,0,0
1543,1,1,1206,1418,212
1544,1,1,400,1444,1044
1545,0,0,5,0,-5
1546,0,0,1,0,-1
1547,1,1,1744,1631,-113
1548,1,1,172,1327,1155
1549,0,0,11,0,-11
1550,1,1,483,1321,838
1551,0,0,1,0,-1
1552,1,0,79,0,-79
1553,1,1,42,1854,1812
1554,1,1,30,1404,1374
1555,0,0,112,0,-112
1556,1,0,7,0,-7
1557,1,1,976,3112,2136
1558,0,0,139,0,-139
1559,1,0,11,0,-11
1560,1,1,23,1550,1527
1561,1,1,119,1316,1197
1562,0,0,67,0,-67
1563,1,1,133,1499,1366
1564,0,0,1,0,-1
1565,1,0,66,0,-66
1566,0,0,5,0,-5
1567,1,1,173,1285,1112
1568,1,1,637,1533,896
1569,1,0,20,0,-20
1570,1,1,144,1251,1107
1571,1,0,52,0,-52
1572,0,0,32,0,-32
1573,0,0,0,0,0
1574,0,0,16,0,-16
1575,0,0,13,0,-13
1576,1,1,956,1949,993
1577,1,1,394,1219,825
1578,0,0,164,0,-164
1579,1,1,41,1203,1162
1580,0,0,21,0,-21
1581,1,1,1100,1589,489
1582,1,0,0,0,0
1583,0,0,122,0,-122
1584,1,0,16,0,-16
1585,1,0,26,0,-26
1586,1,0,4,0,-4
1587,1,1,426,1341,915
1588,0,0,7,0,-7
1589,0,0,14,0,-14
1590,0,0,8,0,-8
1591,1,1,490,1462,972
1592,1,1,180,1589,1409
1593,1,0,95,0,-95
1594,1,0,3,0,-3
1595,0,0,38,0,-38
1596,0,0,38,0,-38
1597,0,0,39,0,-39
1598,0,0,129,0,-129
1599,0,0,37,0,-37
1600,0,0,219,0,-219
1601,1,1,1499,1434,-65
1602,1,0,81,0,-81
1603,1,0,28,0,-28
1604,0,0,70,0,-70
1605,1,1,959,1715,756
1606,1,1,250,1915,1665
1607,0,0,40,0,-40
1608,1,0,17,0,-17
1609,1,0,101,0,-101
1610,1,1,554,1851,1297
1611,1,0,20,0,-20
1612,1,0,15,0,-15
1613,1,0,69,0,-69
1614,1,0,43,0,-43
1615,1,1,53,2234,2181
1616,0,0,6,0,-6
1617,1,1,1646,1632,-14
1618,1,1,253,1734,1481
1619,1,0,50,0,-50
1620,1,0,63,0,-63
1621,1,1,31,1284,1253
1622,1,1,205,1472,1267
1623,0,0,77,0,-77
1624,0,0,19,0,-19
1625,1,1,1839,1445,-394
1626,0,0,16,0,-16
1627,0,0,73,0,-73
1628,0,0,2,0,-2
1629,1,1,463,1351,888
1630,0,0,2,0,-2
1631,1,0,87,0,-87
1632,0,0,332,0,-332
1633,1,0,23,0,-23
1634,1,0,21,0,-21
1635,1,1,1239,1340,101
1636,1,1,286,1616,1330
1637,0,0,66,0,-66
1638,0,0,53,0,-53
1639,1,0,10,0,-10
1640,1,1,568,1492,924
1641,1,0,6,0,-6
1642,0,0,52,0,-52
1643,0,0,5,0,-5
1644,1,0,43,0,-43
1645,1,0,8,0,-8
1646,1,0,21,0,-21
1647,0,0,64,0,-64
1648,1,0,46,0,-46
1649,1,1,837,2339,1502
1650,0,0,18,0,-18
1651,1,0,31,0,-31
1652,0,0,33,0,-33
1653,1,1,1251,1388,137
1654,0,0,25,0,-25
1655,1,1,911,1426,515
1656,1,0,16,0,-16
1657,1,0,61,0,-61
1658,1,0,71,0,-71
1659,1,1,710,1214,504
1660,1,0,61,0,-61
1661,1,0,263,0,-263
1662,1,0,35,0,-35
1663,1,1,865,3905,3040
1664,0,0,79,0,-79
1665,1,1,165,2248,2083
1666,1,1,2666,1325,-1341
1667,1,1,27,1322,1295
1668,1,1,343,1382,1039
1669,1,0,42,0,-42
1670,0,0,13,0,-13
1671,0,0,8,0,-8
1672,0,0,14,0,-14
1673,1,1,641,1909,1268
1674,0,0,32,0,-32
1675,1,0,107,0,-107
1676,1,0,9,0,-9
1677,1,0,131,0,-131
1678,0,0,36,0,-36
1679,1,1,544,1251,707
1680,1,1,447,2009,1562
1681,0,0,13,0,-13
1682,1,0,121,0,-121
1683,0,0,32,0,-32
1684,1,0,41,0,-41
1685,0,0,5,0,-5
1686,1,1,470,1261,791
1687,1,1,1262,1918,656
1688,1,1,700,1666,966
1689,1,1,175,1375,1200
1690,0,0,28,0,-28
1691,0,0,20,0,-20
1692,0,0,25,0,-25
1693,1,1,73,1206,1133
1694,0,0,30,0,-30
1695,1,0,85,0,-85
1696,0,0,16,0,-16
1697,1,1,279,1274,995
1698,1,0,25,0,-25
1699,1,0,15,0,-15
1700,1,1,935,1280,345
1701,0,0,139,0,-139
1702,0,0,35,0,-35
1703,0,0,0,0,0
1704,1,0,10,0,-10
1705,0,0,33,0,-33
1706,1,0,8,0,-8
1707,0,0,16,0,-16
1708,1,0,12,0,-12
1709,1,1,835,1619,784
1710,1,1,289,1602,1313
1711,0,0,73,0,-73
1712,1,1,84,1283,1199
1713,1,1,573,2711,2138
1714,0,0,6,0,-6
1715,1,0,57,0,-57
1716,0,0,25,0,-25
1717,0,0,4,0,-4
1718,0,0,35,0,-35
1719,1,0,30,0,-30
1720,1,1,223,1221,998
1721,0,0,25,0,-25
1722,0,0,40,0,-40
1723,0,0,4,0,-4
1724,0,0,53,0,-53
1725,0,0,6,0,-6
1726,0,0,31,0,-31
1727,1,0,21,0,-21
1728,0,0,25,0,-25
1729,1,1,569,1350,781
1730,0,0,92,0,-92
1731,0,0,28,0,-28
1732,0,0,4,0,-4
1733,1,1,64,1432,1368
1734,1,1,82,1443,1361
1735,1,0,1,0,-1
1736,0,0,5,0,-5
1737,1,0,62,0,-62
1738,0,0,13,0,-13
1739,1,0,9,0,-9
1740,1,1,1777,1759,-18
1741,1,1,301,1491,1190
1742,1,1,1087,1940,853
1743,1,1,205,1251,1046
1744,0,0,252,0,-252
1745,0,0,13,0,-13
1746,1,0,74,0,-74
1747,1,1,189,1587,1398
1748,1,0,21,0,-21
1749,1,0,53,0,-53
1750,1,1,93,1230,1137
1751,1,1,575,2169,1594
1752,1,0,61,0,-61
1753,1,0,34,0,-34
1754,1,0,102,0,-102
1755,1,1,245,1662,1417
1756,0,0,38,0,-38
1757,0,0,67,0,-67
1758,1,0,39,0,-39
1759,1,0,9,0,-9
1760,1,0,16,0,-16
1761,0,0,13,0,-13
1762,1,1,2493,2815,322
1763,0,0,34,0,-34
1764,1,0,23,0,-23
1765,0,0,7,0,-7
1766,0,0,68,0,-68
1767,1,1,1169,1354,185
1768,1,1,61,1447,1386
1769,0,0,243,0,-243
1770,1,1,383,1369,986
1771,1,0,3,0,-3
1772,1,0,14,0,-14
1773,0,0,74,0,-74
1774,1,0,73,0,-73
1775,0,0,7,0,-7
1776,0,0,15,0,-15
1777,0,0,44,0,-44
1778,1,1,30,2064,2034
1779,0,0,9,0,-9
1780,1,0,91,0,-91
1781,0,0,119,0,-119
1782,1,1,746,3158,2412
1783,0,0,7,0,-7
1784,0,0,3,0,-3
1785,1,0,8,0,-8
1786,0,0,9,0,-9
1787,1,1,102,1881,1779
1788,1,0,18,0,-18
1789,1,0,94,0,-94
1790,1,0,90,0,-90
1791,1,0,55,0,-55
1792,0,0,50,0,-50
1793,0,0,10,0,-10
1794,0,0,5,0,-5
1795,1,0,61,0,-61
1796,1,1,35,1401,1366
1797,1,1,1231,1271,40
1798,1,1,499,1300,801
1799,0,0,31,0,-31
1800,1,0,103,0,-103
1801,1,0,56,0,-56
1802,1,1,610,1227,617
1803,1,0,43,0,-43
1804,1,1,918,1788,870
1805,1,1,1854,1215,-639
1806,1,1,106,1514,1408
1807,1,0,114,0,-114
1808,1,0,26,0,-26
1809,0,0,60,0,-60
1810,0,0,161,0,-161
1811,1,1,845,1316,471
1812,0,0,7,0,-7
1813,1,0,111,0,-111
1814,1,0,27,0,-27
1815,1,1,183,1625,1442
1816,1,1,820,1738,918
1817,0,0,53,0,-53
1818,0,0,1,0,-1
1819,0,0,51,0,-51
1820,0,0,68,0,-68
1821,0,0,110,0,-110
1822,0,0,45,0,-45
1823,0,0,33,0,-33
1824,1,1,1314,1254,-60
1825,0,0,99,0,-99
1826,1,1,325,1648,1323
1827,1,0,56,0,-56
1828,1,0,16,0,-16
1829,0,0,130,0,-130
1830,1,0,65,0,-65
1831,0,0,11,0,-11
1832,1,0,110,0,-110
1833,1,1,461,1924,1463
1834,1,0,36,0,-36
1835,1,0,16,0,-16
1836,1,1,434,1409,975
1837,1,0,12,0,-12
1838,0,0,1,0,-1
1839,0,0,19,0,-19
1840,1,0,63,0,-63
1841,1,0,180,0,-180
1842,1,1,1098,1651,553
1843,1,1,277,1453,1176
1844,0,0,23,0,-23
1845,1,0,98,0,-98
1846,0,0,74,0,-74
1847,1,1,221,1470,1249
1848,0,0,29,0,-29
1849,0,0,162,0,-162
1850,1,1,292,1285,993
1851,1,1,123,1611,1488
1852,0,0,7,0,-7
1853,1,1,581,1522,941
1854,1,0,15,0,-15
1855,0,0,40,0,-40
1856,1,0,88,0,-88
1857,1,0,76,0,-76
1858,0,0,23,0,-23
1859,0,0,21,0,-21
1860,1,0,36,0,-36
1861,1,0,50,0,-50
1862,1,0,144,0,-144
1863,1,0,35,0,-35
1864,1,1,188,1834,1646
1865,0,0,24,0,-24
1866,1,0,77,0,-77
1867,1,0,48,0,-48
1868,0,0,50,0,-50
1869,0,0,37,0,-37
1870,1,1,293,1345,1052
1871,1,1,470,1519,1049
1872,1,0,56,0,-56
1873,1,0,10,0,-10
1874,0,0,2,0,-2
1875,0,0,2,0,-2
1876,0,0,50,0,-50
1877,0,0,11,0,-11
1878,0,0,98,0,-98
1879,1,0,79,0,-79
1880,1,1,331,1347,1016
1881,1,1,1280,1252,-28
1882,1,1,1474,2913,1439
1883,1,0,1,0,-1
1884,1,0,59,0,-59
1885,1,1,263,1434,1171
1886,1,1,788,1216,428
1887,1,1,810,1434,624
1888,1,0,98,0,-98
1889,1,0,30,0,-30
1890,1,0,49,0,-49
1891,0,0,7,0,-7
1892,1,0,57,0,-57
1893,1,1,272,1673,1401
1894,1,0,102,0,-102
1895,0,0,42,0,-42
1896,0,0,60,0,-60
1897,0,0,43,0,-43
1898,0,0,3,0,-3
1899,0,0,0,0,0
1900,1,1,949,1212,263
1901,0,0,198,0,-198
1902,0,0,44,0,-44
1903,0,0,4,0,-4
1904,0,0,196,0,-196
1905,1,1,1252,2506,1254
1906,1,0,48,0,-48
1907,1,0,358,0,-358
1908,0,0,12,0,-12
1909,0,0,20,0,-20
1910,1,1,759,1295,536
1911,0,0,57,0,-57
1912,1,1,80,1469,1389
1913,1,0,97,0,-97
1914,0,0,91,0,-91
1915,0,0,2,0,-2
1916,1,0,46,0,-46
1917,0,0,61,0,-61
1918,0,0,22,0,-22
1919,0,0,26,0,-26
1920,1,0,32,0,-32
1921,1,1,70,1830,1760
1922,0,0,5,0,-5
1923,1,1,612,1391,779
1924,1,0,3,0,-3
1925,1,0,59,0,-59
1926,1,1,317,1253,936
1927,0,0,19,0,-19
1928,0,0,33,0,-33
1929,1,0,2,0,-2
1930,1,1,98,2302,2204
1931,1,0,55,0,-55
1932,1,1,1060,1308,248
1933,1,0,58,0,-58
1934,0,0,35,0,-35
1935,0,0,46,0,-46
1936,0,0,49,0,-49
1937,1,0,101,0,-101
1938,0,0,44,0,-44
1939,0,0,161,0,-161
1940,0,0,12,0,-12
1941,0,0,1,0,-1
1942,1,1,997,1710,713
1943,0,0,30,0,-30
1944,1,1,381,1568,1187
1945,1,1,176,1233,1057
1946,1,0,146,0,-146
1947,0,0,40,0,-40
1948,1,0,26,0,-26
1949,0,0,5,0,-5
1950,1,0,93,0,-93
1951,1,1,390,1374,984
1952,1,1,666,1862,1196
1953,1,1,46,1300,1254
1954,1,1,491,2170,1679
1955,1,1,243,1519,1276
1956,1,1,150,1398,1248
1957,1,1,1197,1281,84
1958,0,0,227,0,-227
1959,0,0,37,0,-37
1960,1,1,224,1972,1748
1961,1,1,336,1929,1593
1962,0,0,3,0,-3
1963,1,0,52,0,-52
1964,0,0,129,0,-129
1965,1,0,69,0,-69
1966,1,1,166,1216,1050
1967,0,0,195,0,-195
1968,1,1,2348,1276,-1072
1969,1,0,60,0,-60
1970,0,0,33,0,-33
1971,1,1,562,1226,664
1972,0,0,95,0,-95
1973,1,0,11,0,-11
1974,0,0,120,0,-120
1975,0,0,0,0,0
1976,1,1,209,1307,1098
1977,1,1,813,1225,412
1978,1,0,9,0,-9
1979,0,0,86,0,-86
1980,1,0,27,0,-27
1981,0,0,69,0,-69
1982,0,0,66,0,-66
1983,1,0,65,0,-65
1984,0,0,20,0,-20
1985,0,0,155,0,-155
1986,0,0,9,0,-9
1987,1,1,1366,1263,-103
1988,0,0,69,0,-69
1989,1,1,699,1215,516
1990,0,0,8,0,-8
1991,1,0,61,0,-61
1992,1,0,46,0,-46
1993,0,0,80,0,-80
1994,0,0,67,0,-67
1995,1,0,5,0,-5
1996,0,0,41,0,-41
1997,1,0,47,0,-47
1998,1,1,685,1516,831
1999,1,1,621,1400,779
2000,1,1,152,1291,1139
2001,0,0,8,0,-8
2002,1,0,47,0,-47
2003,1,1,724,1207,483
2004,0,0,27,0,-27
2005,1,0,37,0,-37
2006,0,0,28,0,-28
2007,1,0,27,0,-27
2008,0,0,15,0,-15
2009,1,0,69,0,-69
2010,1,1,345,1758,1413
2011,1,0,18,0,-18
2012,1,1,485,1489,1004
2013,1,0,89,0,-89
2014,1,0,66,0,-66
2015,1,0,2,0,-2
2016,1,1,513,1311,798
2017,1,0,7,0,-7
2018,0,0,7,0,-7
2019,0,0,28,0,-28
2020,1,1,92,1227,1135
2021,1,1,948,1235,287
2022,1,0,44,0,-44
2023,1,1,667,1362,695
2024,0,0,33,0,-33
2025,1,1,449,1709,1260
2026,1,0,40,0,-40
2027,0,0,206,0,-206
2028,1,1,408,1342,934
2029,0,0,60,0,-60
2030,1,0,33,0,-33
2031,1,1,2585,1520,-1065
2032,1,1,736,2558,1822
